
01, -48, 1C:E8:5D:CA:55:35,  nyuguest-legacy
02, -49, 1C:E8:5D:CA:55:34,  eduroam
03, -51, 1C:E8:5D:CA:55:32,  nyu-legacy
04, -54, 00:3A:98:2C:59:A0,  itpsandbox
05, -57, 42:B8:9A:C0:21:09,  DIRECT-09-HP M252 LaserJet
06, -67, 1C:E8:5D:CA:58:04,  eduroam
07, -68, 1C:E8:5D:CA:49:E2,  nyu-legacy
08, -69, 1C:E8:5D:CA:49:E4,  eduroam
09, -69, 1C:E8:5D:CA:49:E5,  nyuguest-legacy
10, -71, 1C:E8:5D:CA:58:05,  nyuguest-legacy
11, -71, 30:8D:99:84:05:88,  HP-Print-88-Officejet 4630
12, -74, 44:1C:A8:B5:8E:AA,  WIFIB58EA6
13, -74, C4:8E:8F:E3:55:D5,  Dean
14, -75, 00:3A:98:2C:66:E0,  itpsandbox
15, -75, D8:0F:99:B8:A5:90,  RBARR
16, -75, 1C:E8:5D:CA:F3:A4,  eduroam
17, -77, 5C:8F:E0:52:A6:A8,  Gunjan
18, -77, 00:3A:98:2B:FD:00,  itpsandbox
19, -78, A8:A7:95:FC:18:37,  WIFIFC1834
20, -79, 9C:34:26:43:C4:E8,  DDJS
21, -79, 40:70:09:58:5D:00,  arisoup
22, -79, A8:A7:95:F1:FC:3B,  Shinilmiami
23, -79, 80:29:94:FE:D7:22,  spaulding1
24, -80, 92:3B:AD:11:7E:7D,  srepperson33
25, -80, B4:99:BA:C4:31:E9,  HPC431E9
26, -80, 92:3B:AD:11:C0:59,  srepperson33
27, -81, 60:6D:C7:BF:EF:F0,  WIFIBFEFEC
28, -81, 54:13:79:FB:67:8E,  WIFIFB678A
29, -81, 68:14:01:B0:66:18,  gskhome
30, -82, A0:04:60:C5:07:24,  Sethi-HG
31, -82, 54:13:79:F6:B3:02,  WIFIF6B2FE
32, -83, 1C:E8:5D:CA:4B:D5,  nyuguest-legacy
33, -83, 5C:8F:E0:51:EA:70,  ARRIS-EA72
34, -83, 44:1C:A8:D4:7B:7D,  DG1670AC2
35, -84, 68:14:01:AA:EC:F2,  dinkis88
36, -84, A8:A7:95:FA:8A:99,  WIFIFA8A96
37, -84, FC:52:8D:27:05:31,  RoonilWazlib
38, -84, 58:6D:8F:4D:71:DE,  Cisco9I
39, -84, C0:56:27:07:42:D2,  Linksys10140
40, -85, C0:C5:22:4E:11:70,  Two Girls, One Router
